cgc_id,sequence
MGYG000291274_104|CGC1,"GT2,3.A.1"
MGYG000291274_108|CGC1,"GH3,null,3.A.16"
MGYG000291274_116|CGC1,"GT4,GH13_31,null,null,3.A.1"
MGYG000291274_126|CGC1,"GT1,SpoIIE,3.A.20"
MGYG000291274_135|CGC1,"GT4,null,9.B.67"
MGYG000291277_5|CGC1,"CE12,CE19,null,2.A.28"
MGYG000291277_35|CGC1,"1.B.14,GH20"
MGYG000291277_37|CGC1,"GH43_24,3.A.18"
MGYG000291277_39|CGC1,"2.A.1,GH33"
MGYG000291277_44|CGC1,"9.B.18,GT4"
MGYG000291277_47|CGC1,"9.B.125,null,null,GT2"
MGYG000291277_62|CGC1,"GH20,GH30_8,null,null,3.A.25"
MGYG000291277_84|CGC1,"2.A.81,GH10|CE1"
MGYG000291277_91|CGC1,"GH84|CBM32,null,9.B.104,null,2.A.6"
MGYG000291277_96|CGC1,"1.B.14,null,GH2"
MGYG000291277_101|CGC1,"1.B.14,null,GH18"
MGYG000291277_105|CGC1,"3.D.10,GH27|CBM51"
MGYG000291277_106|CGC1,"2.A.2,GH77,GH97"
MGYG000291277_118|CGC1,"GH28,GH97,GH43_10,0043707,PL1_2,9.B.55"
MGYG000291277_119|CGC1,"2.A.1,HTH_3,null,GH2|GH43_20,GH29"
MGYG000291277_131|CGC1,"8.A.3,null,null,GH43_34"
MGYG000291277_146|CGC1,"GH115,3.A.5"
MGYG000291277_151|CGC1,"9.B.146,null,2.A.103,GT28"
MGYG000291277_154|CGC1,"3.A.1,3.A.1,3.A.1,null,GH76,1.B.14"
MGYG000291277_155|CGC1,"GH9,2.A.66"
MGYG000291277_176|CGC1,"1.C.105,null,CE1"
MGYG000291277_181|CGC1,"GT51,null,null,1.A.62,9.B.186"
MGYG000291277_192|CGC1,"GH43_1,2.A.2"
MGYG000291277_193|CGC1,"2.A.2,GH130,GH26"
MGYG000291277_197|CGC1,"4.C.1,null,null,CE11"
MGYG000291277_199|CGC1,"3.B.1,null,Peptidase_M23,3.B.1,null,GH29|CBM32"
MGYG000291277_207|CGC1,"CE1,TPR_2|TPR_1,2.A.1"
MGYG000291277_212|CGC1,"3.A.1,GH51"
MGYG000291277_219|CGC1,"2.A.17,2.A.66,null,GH97"
MGYG000291277_235|CGC1,"GH13_38,2.A.47"
MGYG000291277_236|CGC1,"CE12|CE12,null,9.A.25"
MGYG000291277_238|CGC1,"3.A.1,GH20,GH20"
MGYG000291277_262|CGC1,"GH88,null,GH23,null,null,1.B.14"
MGYG000291277_273|CGC1,"2.A.114,GH146"
MGYG000291277_277|CGC1,"GH146,null,Nitroreductase,2.A.114"
MGYG000291277_284|CGC1,"GH2,2.A.1,null,1.B.44,GH3,2.A.50"
MGYG000291277_286|CGC1,"PL11_1,null,2.A.58,Trans_reg_C,HisKA|HATPase_c,1.C.105"
MGYG000291277_305|CGC1,"GH85,8.A.46"
MGYG000291277_329|CGC1,"9.B.158,GH29,1.A.14"
MGYG000291278_1|CGC1,"9.B.34,CE2"
MGYG000291278_1|CGC2,"1.B.6,8.A.3,3.A.1,3.A.1,GH9"
MGYG000291278_1|CGC3,"GH5_52,null,GT2,null,null,3.A.5,null,null,4.A.2"
MGYG000291278_5|CGC1,"GH23,8.A.7,8.A.8"
MGYG000291278_6|CGC1,"GH51,null,1.B.6,CBM48|GH13_9"
MGYG000291278_9|CGC1,"GT2,GT2,GT2,null,null,3.A.15"
MGYG000291278_10|CGC1,"2.A.9,GH3"
MGYG000291278_11|CGC1,"CBM35|GH26,3.A.1,3.A.1,3.A.1,2.A.6,3.A.3"
MGYG000291278_12|CGC1,"GH5_39,Nitroreductase|Nitroreductase,2.A.122,1.E.14"
MGYG000291278_14|CGC1,"GH3,3.A.7,GT2"
MGYG000291278_17|CGC1,"3.A.1,null,CBM6,null,Aminotran_1_2,PL1,null,CE12,CE12,PL11|CBM35"
MGYG000291278_17|CGC2,"GH18,FUR,9.B.10,GH53"
MGYG000291278_21|CGC1,"1.A.16,HTH_3,GH5_55|CBM4"
MGYG000291278_32|CGC1,"2.A.47,null,null,3.A.15,null,2.A.4,8.A.5,null,null,GH9"
MGYG000291278_36|CGC1,"GH10|CBM6,GH10|CBM6,GH10|CBM6,HisKA|HATPase_c|Response_reg|Response_reg,8.A.59"
MGYG000291278_36|CGC2,"8.A.59,HisKA|HATPase_c|Response_reg,GH8"
MGYG000291278_38|CGC1,"1.A.33,null,null,GH30_5|CBM88,8.A.3,null,1.B.6,9.B.18"
MGYG000291278_39|CGC1,"2.A.6,GH13_20,GH77"
MGYG000291278_41|CGC1,"2.A.103,GT28"
MGYG000291278_51|CGC1,"GH30,9.B.18,null,ACT,9.B.18"
MGYG000291278_71|CGC1,"1.B.23,null,null,GH3"
MGYG000291278_102|CGC1,"CE6,null,null,2.A.1"
MGYG000291281_26|CGC1,"1.A.33,null,TetR_N,GH13_36,3.A.1,3.A.1"
MGYG000291281_44|CGC1,"CBM48|GH13_14|CBM26,MarR,3.A.1,3.A.1"
MGYG000291281_51|CGC1,"2.A.50,GT2"
MGYG000291281_65|CGC1,"GH32,PfkB,GH13_4,LacI,null,4.A.1,4.A.1,PTS-HPr,null,8.A.7"
MGYG000291281_65|CGC2,"3.A.3,GH13,2.A.25"
MGYG000291281_80|CGC1,"GT28,2.A.103"
MGYG000291281_94|CGC1,"2.A.35,GT8,GT8"
MGYG000291281_108|CGC1,"3.A.3,2.A.86,GH13_14"
MGYG000291281_145|CGC1,"GT4,null,2.A.69"
MGYG000291281_155|CGC1,"3.A.1,CE4"
MGYG000291281_166|CGC1,"9.A.11,2.A.66,CBM34|GH13_20,9.A.40"
MGYG000291281_265|CGC1,"GH36,2.A.2,null,GH2"
MGYG000291283_76|CGC1,"3.A.7,1.A.33,GT2"
MGYG000291283_178|CGC1,"GH77,3.A.1,3.A.1,3.A.1,GT2"
MGYG000291283_191|CGC1,"GH94,3.A.1"
MGYG000291283_195|CGC1,"PL12,GT4,null,9.B.18"
MGYG000291283_207|CGC1,"2.A.86,GH73,CE4"
MGYG000291283_213|CGC1,"GH3,SBP_bac_1,3.A.1,3.A.1"
MGYG000291283_217|CGC1,"3.A.1,3.A.1,GH13_31"
MGYG000291283_262|CGC1,"3.A.1,3.A.1,CE4"
MGYG000291283_330|CGC1,"GT28,2.A.40"
MGYG000291283_381|CGC1,"GT51,9.A.23"
MGYG000291283_521|CGC1,"GT4,null,null,3.A.1"
MGYG000291283_550|CGC1,"GT2,9.B.18"
MGYG000291284_69|CGC1,"GH13,2.A.25"
MGYG000291284_72|CGC1,"3.A.1,null,GT28,3.A.1,CBM41|CBM41|GH13_14"
MGYG000291284_89|CGC1,"1.E.52,null,null,3.A.7,CbiA,null,GH13_28|CBM26"
MGYG000291284_91|CGC1,"3.A.1,3.A.1,3.A.1,null,GH25"
MGYG000291284_93|CGC1,"GH13_14,1.A.8"
MGYG000291284_98|CGC1,"9.B.18,GT2"
MGYG000291284_140|CGC1,"GT2,null,3.A.1,null,3.A.1,3.A.1"
MGYG000291284_190|CGC1,"3.A.9,null,GT2"
MGYG000291284_252|CGC1,"GT28,2.A.103,9.B.146"
MGYG000291284_279|CGC1,"3.A.3,null,GH13_9"
MGYG000291290_1|CGC1,"GH43_4,null,null,1.B.14,GH146,null,null,GT51"
MGYG000291290_2|CGC1,"1.B.14,null,null,1.B.9,null,9.B.186,GT51,9.A.8,null,HisKA|HATPase_c|Response_reg,GT2"
MGYG000291290_4|CGC1,"GH5_4,1.B.14,8.A.46,null,GH3"
MGYG000291290_4|CGC2,"2.A.19,dCache_1|SpoIIE,STAS,2.A.22,GT2,null,0035318,PL1_2,null,null,1.B.14"
MGYG000291290_5|CGC1,"GH2,GH106,null,GH2,3.A.1,null,GT9"
MGYG000291290_6|CGC1,"GH137|GH2|CBM57,GH138,null,CBM67|GH78|GH33,null,GH140,GH95,CE19,1.B.42,3.A.1,3.A.1"
MGYG000291290_6|CGC2,"9.B.174,null,null,GH28,3.A.1,null,3.A.1"
MGYG000291290_7|CGC1,"GT2,null,null,3.A.1"
MGYG000291290_9|CGC1,"9.A.25,null,GH53,GH2,GH13,GH13_14,GH97,GH77,2.A.2,LacI,1.B.14,8.A.46,null,null,GH13_6,GH13_6"
MGYG000291290_10|CGC1,"GH13_38,null,null,2.A.21"
MGYG000291290_13|CGC1,"GT2,2.A.66"
MGYG000291290_14|CGC1,"1.A.3,null,GT19,null,8.A.3,null,null,GH23,HD|ACT,CE8,MerR,HisKA|HATPase_c,9.B.18"
MGYG000291290_15|CGC1,"GT28,2.A.103,null,9.B.146"
MGYG000291290_15|CGC2,"PL1_2,null,2.A.37"
MGYG000291290_17|CGC1,"2.A.1,GH32,null,GH32,GH32,null,null,1.B.14"
MGYG000291290_18|CGC1,"CBM67|GH78,null,null,GH43_18|GH143|GH142,null,2.A.51,2.A.51"
MGYG000291290_19|CGC1,"GH28|GH105,PL1,2.A.1,1.B.12,null,2.A.17,null,CBM50"
MGYG000291290_21|CGC1,"GT51,null,null,9.B.10"
MGYG000291290_22|CGC1,"3.A.1,null,GT2"
MGYG000291290_27|CGC1,"GT4,GT4,GT2,GT2,GT4,GT32,null,1.B.18"
MGYG000291290_30|CGC1,"PL1_2,null,null,1.B.14"
MGYG000291290_40|CGC1,"GT2,null,GT2,null,GT2,4.D.1"
MGYG000291290_43|CGC1,"GH28|GH43_24,PL4,GH105,null,null,GH106,null,3.A.16"
MGYG000291290_46|CGC1,"2.A.47,null,null,GH73,null,3.D.6,3.D.6,3.D.6,3.D.6,3.D.6,3.D.6"
MGYG000291290_47|CGC1,"GT2|GH25,null,2.A.35"
MGYG000291290_58|CGC1,"GH31,2.A.21,GH127,GH141"
MGYG000291290_58|CGC2,"9.A.25,GH78,null,null,3.D.2"
MGYG000291295_39|CGC1,"2.A.4,GH25"
MGYG000291295_43|CGC1,"GH1,null,4.A.3"
MGYG000291295_92|CGC1,"3.A.1,GH2"
MGYG000291295_116|CGC1,"GT4,null,3.A.1"
MGYG000291295_129|CGC1,"4.A.1,GH1"
MGYG000291295_177|CGC1,"GH1,GH1,null,4.A.3"
MGYG000291295_186|CGC1,"GH170,4.A.1,GH1"
MGYG000291295_205|CGC1,"2.A.58,PAS|HisKA|HATPase_c,Trans_reg_C,GT5"
MGYG000291295_251|CGC1,"4.A.1,GH1"
MGYG000291295_255|CGC1,"2.A.115,GT5"
MGYG000291295_262|CGC1,"GT4,9.B.18"
MGYG000291297_1|CGC1,"1.A.1,2.A.25,GH9"
MGYG000291297_1|CGC2,"3.A.5,GH77,2.A.40,null,2.A.40"
MGYG000291297_1|CGC3,"CE1,null,null,3.D.5,3.D.5,3.D.5,3.D.5,3.D.5,3.D.5,GT51"
MGYG000291297_1|CGC4,"2.A.2,null,null,CE1"
MGYG000291297_1|CGC5,"GH13_38,null,9.B.18,null,null,GT0"
MGYG000291297_1|CGC6,"CE1,null,2.A.37"
MGYG000291297_1|CGC7,"3.A.2,3.A.2,GH2|GH2,GH146,null,null,CE6|GH51,9.B.20,null,GH3"
MGYG000291297_1|CGC8,"1.A.11,null,9.B.55,null,null,GH27"
MGYG000291297_1|CGC9,"GH115,null,GH115,null,Trans_reg_C,2.A.66"
MGYG000291297_1|CGC10,"2.A.5,CE15,GH54"
MGYG000291297_1|CGC11,"GH43_35,9.B.145"
MGYG000291297_1|CGC12,"4.C.1,null,null,GH3"
MGYG000291297_2|CGC1,"GH51,9.B.169"
MGYG000291297_2|CGC2,"3.A.1,CE1,2.A.119"
MGYG000291297_2|CGC3,"1.B.42,HD,GH2"
MGYG000291297_2|CGC4,"GH94,2.A.2,2.A.1,null,null,2.A.38,2.A.38"
MGYG000291297_2|CGC5,"GT28,2.A.103,null,9.B.146"
MGYG000291297_2|CGC6,"GH97,null,null,2.A.33"
MGYG000291297_3|CGC1,"2.A.107,GT2"
MGYG000291297_4|CGC1,"GH25,null,1.B.9,null,1.B.14"
MGYG000291297_4|CGC2,"3.A.1,3.A.1,3.A.1,null,null,GH3"
MGYG000291297_4|CGC3,"2.A.7,Pyr_redox_2,GH133,GT4,GH57,null,GT5,null,null,3.B.1,3.B.1,null,3.B.1,Glyoxalase,1.B.14"
MGYG000291297_4|CGC4,"2.A.7,9.B.168,2.A.39,null,null,1.B.14,null,null,GH54,GH43_28|CBM32,null,3.A.1"
MGYG000291297_4|CGC5,"4.C.1,GH10"
MGYG000291297_4|CGC6,"GH3,null,null,2.A.88,null,null,GH3,3.A.1"
MGYG000291297_4|CGC7,"GH10,3.A.3,9.A.23,null,null,3.D.6,3.D.6,3.D.6,3.D.6,3.D.6,3.D.6"
MGYG000291297_5|CGC1,"1.B.14,null,GH43_1"
MGYG000291297_5|CGC2,"9.B.144,GT4"
MGYG000291297_6|CGC1,"1.B.14,HTH_AraC,GH97,GH127,GH51,null,GT3,GT35"
MGYG000291297_6|CGC2,"CE15,null,2.A.28"
MGYG000291297_7|CGC1,"1.A.34,MerR,HD,GH23"
MGYG000291297_7|CGC2,"GT19,null,3.A.25"
MGYG000291297_9|CGC1,"3.A.8,null,GH73"
MGYG000291297_10|CGC1,"4.C.1,null,GH2,3.A.1"
MGYG000291297_10|CGC2,"GH13_8,null,4.A.2"
MGYG000291297_12|CGC1,"9.B.156,GH5_26"
MGYG000291297_12|CGC2,"9.B.104,null,null,GH2,2.A.6"
MGYG000291297_14|CGC1,"GH3,HD,9.A.25"
MGYG000291297_16|CGC1,"GT30,null,HD,3.A.11"
MGYG000291297_18|CGC1,"GH16_3,null,null,1.I.1"
MGYG000291297_18|CGC2,"2.A.13,null,Aminotran_1_2,GH3"
MGYG000291297_23|CGC1,"4.C.1,LytTR,CE6,9.B.186,GH43_17"
MGYG000291298_1|CGC1,"3.A.15,3.A.15,9.B.18,GT4"
MGYG000291298_1|CGC2,"GT4,2.A.66,null,null,2.A.25,null,HD,3.A.1"
MGYG000291298_1|CGC3,"9.A.40,null,GT5,3.A.12"
MGYG000291298_3|CGC1,"GH36,null,null,2.A.40"
MGYG000291298_3|CGC2,"GH94,HTH_AraC|HTH_AraC,GH94,8.A.59"
MGYG000291298_3|CGC3,"2.A.66,2.A.35,3.A.3,null,GH5_37,3.A.1,null,3.A.1"
MGYG000291298_6|CGC1,"CE4,Response_reg|GGDEF|EAL,null,3.D.10,null,null,3.A.1,3.A.1"
MGYG000291298_7|CGC1,"3.A.5,null,3.A.1,3.A.1,3.A.1,GH77"
MGYG000291298_7|CGC2,"3.A.1,3.A.1,null,GT2"
MGYG000291298_7|CGC3,"3.A.16,GH13_39"
MGYG000291298_7|CGC4,"GH13_20,null,1.A.22,HTH_AraC|HTH_AraC,null,3.A.1,null,3.A.1"
MGYG000291298_8|CGC1,"GT2,null,null,8.A.7,PTS-HPr,4.A.2,PfkB,HTH_DeoR,1.B.52"
MGYG000291298_11|CGC1,"CBM4|GH9,null,null,3.A.11,null,Fe_dep_repress,1.E.12"
MGYG000291298_12|CGC1,"3.A.1,3.A.1,3.A.1,null,GH130,GH130,CE17|CBM35inCE17,CE2,null,GH26,2.A.66"
MGYG000291298_13|CGC1,"8.A.59,null,GH3"
MGYG000291298_13|CGC2,"2.A.58,null,GH13_14"
MGYG000291298_15|CGC1,"3.A.2,3.A.2,null,null,3.A.2,3.A.2,3.A.2,null,2.A.22,GH13_20,null,3.A.1,3.A.1,LacI,GH42"
MGYG000291298_15|CGC2,"2.A.67,null,3.A.1,3.A.1,3.A.1,4.A.1,GH32"
MGYG000291298_16|CGC1,"3.A.1,CBM4|GH16_3|CBM4|CBM4"
MGYG000291298_18|CGC1,"CBM48|GH13_9,TPR_2,2.A.86"
MGYG000291298_22|CGC1,"4.A.1,null,null,GH77|GT35,HTH_AraC|HTH_AraC,8.A.59,null,3.A.1,3.A.1,3.A.1,1.A.11"
MGYG000291298_28|CGC1,"3.A.1,null,LacI,GH94"
MGYG000291298_41|CGC1,"GH13_28,null,3.A.1"
MGYG000291306_54|CGC1,"CE4,null,null,3.A.1,3.A.1"
MGYG000291311_4|CGC1,"CE4,null,Pribosyltran,3.A.3"
MGYG000291311_6|CGC1,"GH3,null,null,4.C.1,null,2.A.50"
MGYG000291311_23|CGC1,"9.B.33,CBM67|GH78"
MGYG000291311_26|CGC1,"CE1,null,3.A.1"
MGYG000291311_26|CGC2,"3.A.1,3.A.1,GH130"
MGYG000291311_26|CGC3,"8.A.59,null,GH3,null,null,3.A.1,3.A.1,3.A.1"
MGYG000291311_31|CGC1,"GH2,Aminotran_1_2,1.A.8,2.A.38,2.A.38"
MGYG000291311_32|CGC1,"GH3,null,FeoA,9.A.8,9.A.8"
MGYG000291313_5|CGC1,"3.A.1,3.A.1,SBP_bac_3,GT2,null,GT2,GT2,GT2"
MGYG000291313_45|CGC1,"GT2,GT2,GT2,9.B.18,null,null,2.A.69"
MGYG000291313_86|CGC1,"3.C.1,null,GT2,GT2"
MGYG000291314_2|CGC1,"1.A.13,null,null,GH109,9.A.25,CBM67|GH78"
MGYG000291314_3|CGC1,"GT2,2.A.119"
MGYG000291314_5|CGC1,"GH3,2.A.1"
MGYG000291314_6|CGC1,"2.A.2,GH2,GH3,GH31,GH26,GH5_4"
MGYG000291314_6|CGC2,"9.B.120,GH92"
MGYG000291314_9|CGC1,"GH20,null,null,GH31,null,null,GH78,1.B.14,8.A.46,null,GH66"
MGYG000291314_11|CGC1,"3.A.1,CBM67|GH78,2.A.37,2.A.114,CBM67|GH78"
MGYG000291314_11|CGC2,"1.A.23,CBM67|GH78"
MGYG000291314_12|CGC1,"3.A.1,CE9"
MGYG000291314_13|CGC1,"2.A.6,null,null,GH2"
MGYG000291314_15|CGC1,"1.B.14,8.A.46,null,GH76,GH92,GH76"
MGYG000291314_16|CGC1,"GH92,LacI,null,8.A.46,1.B.14"
MGYG000291314_16|CGC2,"1.B.14,GH92,GH92,GH92"
MGYG000291314_19|CGC1,"GT2,null,2.A.123"
MGYG000291314_20|CGC1,"9.B.146,null,2.A.103,GT28"
MGYG000291314_20|CGC2,"GT2,2.A.17"
MGYG000291314_21|CGC1,"3.A.9,GT4"
MGYG000291314_23|CGC1,"GH2,HTH_AraC|HTH_AraC,null,GH26,1.B.14,null,1.B.14,null,GH5,null,GH130"
MGYG000291314_24|CGC1,"2.A.19,null,GH2"
MGYG000291314_26|CGC1,"4.F.1,9.B.145,GH97"
MGYG000291314_33|CGC1,"4.C.1,GH144,null,8.A.46,1.B.14,GH144"
MGYG000291314_34|CGC1,"GT2,null,2.A.1,GH171,null,3.A.1,null,GH106"
MGYG000291314_36|CGC1,"GT51,3.A.7"
MGYG000291314_41|CGC1,"2.A.1,null,CE9"
MGYG000291314_49|CGC1,"GH77,2.A.2,1.B.14,8.A.46"
MGYG000291314_55|CGC1,"1.B.14,PL1_2,GH105"
MGYG000291314_70|CGC1,"2.A.49,null,GT2"
MGYG000291314_73|CGC1,"4.B.1,null,GH171"
MGYG000291316_1|CGC1,"GH146,HTH_AraC|HTH_AraC,PfkB,GH32,SBP_bac_1,3.A.1,3.A.1"
MGYG000291316_1|CGC2,"GH2,null,null,3.A.1,3.A.1,SBP_bac_1,GH31,LacI,GH3"
MGYG000291316_1|CGC3,"9.B.34,null,3.A.1,3.A.1,SBP_bac_1,GH13_18"
MGYG000291316_1|CGC4,"GT2,null,null,9.B.34,HisKA|HATPase_c|Response_reg,GH53|CBM61,null,8.A.59,null,EPSP_synthase,1.A.34,null,null,GT2,null,9.B.18,GT2,GT2,null,GT2|GT2,GT2,null,3.A.1,3.A.1"
MGYG000291316_2|CGC1,"GH3,null,GH3,LytTR,null,2.A.3,2.A.66,HTH_AraC|HTH_AraC,2.A.38,2.A.38,null,2.A.56,null,2.A.56,null,2.A.56,HTH_AraC|HTH_AraC,8.A.59"
MGYG000291316_2|CGC2,"GH30_5,null,3.A.1,3.A.1"
MGYG000291316_2|CGC3,"9.B.34,GH3,3.A.1,3.A.1"
MGYG000291316_3|CGC1,"2.A.40,null,3.A.1,3.A.1,3.A.1,CBM34|GH13_20,LacI,null,1.A.22"
MGYG000291316_3|CGC2,"3.D.1,null,null,3.A.5,PALP|ACT,2.A.115,GH25,HTH_AraC,Sigma70_r4,3.A.5"
MGYG000291316_6|CGC1,"9.B.18,null,B12-binding,GT4"
MGYG000291316_6|CGC2,"CE8,Peripla_BP_2,3.A.1,3.A.1"
MGYG000291316_8|CGC1,"2.A.66,GH31"
MGYG000291316_8|CGC2,"GH10,9.B.97"
MGYG000291316_9|CGC1,"GT100,GT2,null,2.A.50,GT2,3.A.1"
MGYG000291316_9|CGC2,"GT2,null,null,9.B.18,null,null,9.B.18,null,GT4"
MGYG000291316_9|CGC3,"GT11,null,3.A.1,GT11,GT17"
MGYG000291316_9|CGC4,"9.B.18,null,GT2,null,GT2,null,null,GT11,2.A.50,null,2.A.66,GT26,GT4,GT4,GT11,null,null,3.A.1"
MGYG000291316_11|CGC1,"9.A.23,Fer4|Fer4,null,GT4,GH13_31,GH43_16|CBM6|CBM13|CBM2"
MGYG000291316_11|CGC2,"3.A.1,3.A.1,SBP_bac_1,GH43_24"
MGYG000291316_11|CGC3,"4.D.1,null,null,GT2"
MGYG000291316_11|CGC4,"GT2,GT2,GT2,null,2.A.66,null,GT2,GT2,null,GT2,null,GT2"
MGYG000291316_12|CGC1,"2.A.49,null,null,3.A.1,3.A.1,null,null,CE8|PL9_1"
MGYG000291316_12|CGC2,"9.B.97,GT2"
MGYG000291316_12|CGC3,"2.A.50,GT2,null,GT2,GT4"
MGYG000291316_13|CGC1,"3.A.1,3.A.1,GH5_37,2.A.40"
MGYG000291316_13|CGC2,"GH28,null,GH112,GH105,SBP_bac_1,3.A.1,3.A.1,HTH_AraC|HTH_AraC,GT4,null,null,2.A.66,null,null,GH10|CBM13|CBM2"
MGYG000291316_14|CGC1,"GT2,2.A.50"
MGYG000291316_14|CGC2,"GT2,null,GT2,null,null,4.D.2"
MGYG000291316_15|CGC1,"CBM48|GH13_9,1.A.23,null,0035481,3.A.1,3.A.1"
MGYG000291316_17|CGC1,"1.A.62,null,null,2.A.38,2.A.38,null,1.E.12,null,null,GH42"
MGYG000291316_18|CGC1,"3.A.1,null,GH2,TPR_1|TPR_2|TPR_1,GGDEF|EAL,1.A.1"
MGYG000291316_18|CGC2,"4.A.1,HTH_AraC,GH1,null,CBM67|GH78,9.B.34,CBM2|GH5_1,GH9|CBM3|CBM2,GH5_4|CBM2"
MGYG000291316_19|CGC1,"2.A.86,GGDEF,null,CE4"
MGYG000291316_21|CGC1,"GH13_20,null,null,3.A.1,3.A.1"
MGYG000291316_23|CGC1,"CBM34|GH13_20,3.A.1,3.A.1,SBP_bac_1,LacI,9.B.34,CE9,null,null,GH36,3.A.1,3.A.1"
MGYG000291316_23|CGC2,"3.A.1,3.A.1,HTH_AraC|HTH_AraC,GH43_26,GH43_4,3.A.1,3.A.1,SBP_bac_1,GH139"
MGYG000291316_24|CGC1,"GH36,null,2.A.37"
MGYG000291316_25|CGC1,"3.A.1,GGDEF,GH43_16"
MGYG000291316_28|CGC1,"8.A.59,null,GH39"
MGYG000291316_29|CGC1,"GH2,HTH_AraC|HTH_AraC,HTH_AraC|HTH_AraC,2.A.2,GH3,null,GH43_35,SBP_bac_1,3.A.1,3.A.1"
MGYG000291316_30|CGC1,"3.A.1,3.A.1,null,null,PL33_1"
MGYG000291316_34|CGC1,"3.A.1,3.A.1,SBP_bac_1,CBM34|GH13_20"
MGYG000291316_34|CGC2,"2.A.66,null,null,GH27"
MGYG000291316_35|CGC1,"8.A.59,3.A.1,3.A.1,null,GH94,LacI,3.A.1"
MGYG000291316_38|CGC1,"3.A.1,null,GH35,LacI,GH2"
MGYG000291316_40|CGC1,"1.A.16,BTAD,GT111"
MGYG000291316_41|CGC1,"8.A.5,null,null,GH31,SfsA,HTH_AraC,GH53,1.C.113"
MGYG000291316_42|CGC1,"3.A.1,3.A.1,GH13_36"
MGYG000291316_43|CGC1,"2.A.22,GH3,null,GH3"
MGYG000291316_45|CGC1,"GH13_11,3.B.1,3.B.1,null,null,3.B.1"
MGYG000291316_47|CGC1,"1.A.35,GH27"
MGYG000291316_47|CGC2,"8.A.59,GH3,null,3.A.1,3.A.1,3.A.1"
MGYG000291316_51|CGC1,"GH43_10,null,3.A.1,3.A.1,null,GH28"
MGYG000291316_53|CGC1,"1.A.11,null,null,3.A.1,3.A.1,3.A.1,3.A.1,3.A.1,Aminotran_1_2,GH43_27"
MGYG000291316_54|CGC1,"2.A.35,Nitro_FeMo-Co,CBM34|GH13_20"
MGYG000291316_57|CGC1,"GH2,null,null,1.A.26"
MGYG000291316_62|CGC1,"3.A.1,3.A.1,null,PL26,null,PL11_1|PL11"
MGYG000291316_65|CGC1,"GH31,2.A.2,MarR,null,2.A.80,null,null,GH31"
MGYG000291316_68|CGC1,"3.A.1,3.A.1,null,GH5_4"
MGYG000291316_74|CGC1,"GH115,GH43_12,HTH_AraC|HTH_AraC,3.A.1,HTH_AraC|HTH_AraC,8.A.59,GH43_10,CE17|GH10,CE17,GH3"
MGYG000291316_82|CGC1,"GT5,null,null,8.A.59"
MGYG000291316_114|CGC1,"2.A.45,null,null,GH13_39"
MGYG000291316_116|CGC1,"GH130,null,3.A.1,3.A.1,SBP_bac_1,LacI,GH36"
MGYG000291316_117|CGC1,"3.A.1,GH25"
MGYG000291318_14|CGC1,"GH10,null,GH43_10,null,2.A.1"
MGYG000291318_45|CGC1,"3.A.4,GT2"
MGYG000291318_61|CGC1,"GH10|CBM9,null,null,1.C.113"
MGYG000291318_69|CGC1,"GH95,null,3.A.12"
MGYG000291318_158|CGC1,"CE4,3.A.15,MarR,3.A.1,3.A.1,PspC,3.A.1,8.A.59,HTH_AraC|HTH_AraC,3.A.1"
MGYG000291318_184|CGC1,"CE4,TPR_1,3.A.1,3.A.1,3.A.1"
MGYG000291318_190|CGC1,"GH3,SBP_bac_1,3.A.1"
MGYG000291318_304|CGC1,"9.B.105,GT2"
MGYG000291318_338|CGC1,"9.B.31,null,null,GH67"
MGYG000291318_339|CGC1,"3.A.1,3.A.1,CE2"
MGYG000291318_351|CGC1,"3.A.1,null,null,GH13_39"
MGYG000291319_21|CGC1,"9.B.146,GT0,null,null,3.A.2,null,null,3.A.2,3.A.2,3.A.2,3.A.2"
MGYG000291319_25|CGC1,"GT30,3.A.1,GT19"
MGYG000291319_28|CGC1,"GT2,Hemerythrin,2.A.50"
MGYG000291319_35|CGC1,"GT4,null,null,1.A.16"
MGYG000291319_40|CGC1,"9.B.146,Pyr_redox,GT28"
MGYG000291319_55|CGC1,"GT111,3.A.1,3.A.1,GT111|GT8"
MGYG000291319_57|CGC1,"3.A.6,null,GH23"
MGYG000291319_68|CGC1,"GH73,2.A.40"
MGYG000291319_72|CGC1,"2.A.102,null,CbiA,3.A.1,null,null,4.A.1,CE9"
MGYG000291319_72|CGC2,"9.A.40,null,null,CE4"
MGYG000291319_75|CGC1,"GT41,null,null,3.A.1,null,null,3.A.1,3.A.1"
MGYG000291319_99|CGC1,"GT2,null,null,GT26,null,2.A.20"
MGYG000291320_24|CGC1,"GH13_39,2.A.35"
MGYG000291320_66|CGC1,"GT28,GT2,null,4.D.2"
MGYG000291320_104|CGC1,"3.A.1,CBS|CBS,null,2.A.86,GH13_14"
MGYG000291320_221|CGC1,"9.A.40,null,null,GT28"
MGYG000291320_252|CGC1,"2.A.5,null,null,GT2"
MGYG000291323_2|CGC1,"GT51,2.A.51,null,null,2.A.45"
MGYG000291323_8|CGC1,"3.A.1,GT2,GT2"
MGYG000291323_13|CGC1,"8.A.7,null,null,GT4,GT4"
MGYG000291323_34|CGC1,"GT4,3.A.1,3.A.1,3.A.1,3.A.1"
MGYG000291323_35|CGC1,"GT35,null,1.I.1,null,null,1.I.1"
