cgc_id,sequence
MGYG000296151_15|CGC1,"3.A.1,null,null,GT30"
MGYG000296151_17|CGC1,"1.B.33,CE11"
MGYG000296151_17|CGC2,"GT28,2.A.103"
MGYG000296151_20|CGC1,"GH1,3.A.1,3.A.1,3.A.1,3.A.1,GH2,2.A.1,null,null,9.A.25"
MGYG000296151_23|CGC1,"2.A.6,GH103"
MGYG000296151_23|CGC2,"3.A.1,GH63"
MGYG000296151_24|CGC1,"3.A.1,3.A.1,null,null,AA3_2,null,3.A.1,null,null,2.A.7,null,null,3.A.1,3.A.1,3.A.1,3.A.1"
MGYG000296151_35|CGC1,"2.A.66,null,GT2,2.A.123"
MGYG000296151_86|CGC1,"AA3_2,null,3.A.1"
MGYG000296151_90|CGC1,"9.B.43,CE4"
MGYG000296151_96|CGC1,"3.B.1,null,null,AA3_2"
MGYG000296151_100|CGC1,"2.A.56,2.A.56,2.A.109,AA3_2"
MGYG000296151_125|CGC1,"GH42,GH4,3.A.1,3.A.1"
MGYG000296151_145|CGC1,"2.A.1,null,GH84"
MGYG000296152_1|CGC1,"1.B.14,null,null,GT4"
MGYG000296152_1|CGC2,"GT4,null,9.B.146"
MGYG000296152_1|CGC3,"3.A.6,3.A.6,PAS|PAS|HisKA|HATPase_c|Response_reg,ATPase_2,3.A.1,null,null,3.A.1,3.A.1,3.A.1,null,null,2.A.66,GT4"
MGYG000296152_1|CGC4,"1.B.33,CE11,FUR,null,1.A.11"
MGYG000296152_1|CGC5,"3.A.1,3.A.1,null,null,GT51"
MGYG000296152_2|CGC1,"GT51,null,1.A.26"
MGYG000296152_3|CGC1,"GT28,2.A.103,9.B.146"
MGYG000296152_3|CGC2,"GH3,null,null,9.B.31,3.A.11"
MGYG000296153_2|CGC1,"2.A.36,AA3_2,null,2.A.1"
MGYG000296153_3|CGC1,"2.A.59,null,GT4"
MGYG000296153_5|CGC1,"GT30,GT9,null,null,GT2,4.D.1,GT2"
MGYG000296153_8|CGC1,"8.A.7,null,null,GT19"
MGYG000296153_10|CGC1,"3.A.5,null,CE11"
MGYG000296153_10|CGC2,"GT28,2.A.103,null,9.B.146"
MGYG000296153_18|CGC1,"3.A.1,null,3.A.1,3.A.1,3.A.1,4.C.1,2.A.1,null,null,GH171,null,null,2.A.23,2.A.66"
MGYG000296154_1|CGC1,"2.A.12,null,null,GH73"
MGYG000296154_2|CGC1,"GH2,null,3.A.7"
MGYG000296154_6|CGC1,"1.A.23,GH3"
MGYG000296154_6|CGC2,"3.A.1,GH23"
MGYG000296154_9|CGC1,"CBM9,LacI,9.B.153,null,CBS|CBS,2.A.6,2.A.6,null,HTH_AraC,2.A.28"
MGYG000296154_9|CGC2,"2.A.6,null,3.A.1,GntR,null,GT2"
MGYG000296154_9|CGC3,"GH3,null,GH3,null,HTH_AraC,1.B.14"
MGYG000296154_18|CGC1,"CE9,null,GH20,null,null,2.A.1"
MGYG000296154_19|CGC1,"GH37,2.A.1"
MGYG000296154_19|CGC2,"2.A.53,GH31,2.A.21,1.B.14"
MGYG000296154_20|CGC1,"2.A.103,GH103"
MGYG000296154_21|CGC1,"GH36,2.A.21,null,null,GH2"
MGYG000296154_25|CGC1,"CBM50,3.A.11"
MGYG000296154_26|CGC1,"1.B.14,LacI,2.A.2,GH1,GH3,9.B.34"
MGYG000296154_27|CGC1,"3.A.5,1.A.34,CE11"
MGYG000296154_27|CGC2,"GT28,2.A.103,null,9.B.146"
MGYG000296154_27|CGC3,"1.B.14,MarR,null,4.C.1,9.B.34,1.B.3,null,PfkB,2.A.2,GH68|GH68"
MGYG000296154_28|CGC1,"GT26,9.B.18"
MGYG000296154_28|CGC2,"3.A.11,null,null,GT51,3.A.11"
MGYG000296154_32|CGC1,"2.A.20,null,3.A.15,null,GT4"
MGYG000296154_32|CGC2,"3.A.1,GT30,2.A.6"
MGYG000296154_35|CGC1,"AA3_2,null,1.B.14"
MGYG000296154_41|CGC1,"1.B.14,null,null,1.B.14,FecR,Sigma70_r2|Sigma70_r4_2,1.B.14,null,GH3"
MGYG000296154_43|CGC1,"GH3,null,null,2.A.86"
MGYG000296154_47|CGC1,"2.A.1,AA3_2"
MGYG000296154_53|CGC1,"4.C.1,null,null,2.A.2,GH117"
MGYG000296154_65|CGC1,"AA3_2,1.B.14"
MGYG000296154_75|CGC1,"2.A.2,GH94"
MGYG000296155_1|CGC1,"CE9,null,null,9.B.8"
MGYG000296155_2|CGC1,"GT0,3.A.15,null,null,5.B.4"
MGYG000296155_2|CGC2,"GT9,1.A.1"
MGYG000296155_5|CGC1,"3.A.1,null,GH57"
MGYG000296155_8|CGC1,"8.A.21,null,GT4,GT83,null,9.B.100"
MGYG000296155_9|CGC1,"9.B.125,9.B.18,GT4"
MGYG000296155_10|CGC1,"GH38,null,null,2.A.64"
MGYG000296155_10|CGC2,"3.D.3,null,GH23"
MGYG000296155_18|CGC1,"9.A.4,null,GT19"
MGYG000296155_19|CGC1,"CE11,1.B.33"
MGYG000296155_20|CGC1,"GT2,null,null,3.A.1,null,null,3.A.1,null,null,3.A.24,null,null,3.D.1,3.D.1"
MGYG000296155_34|CGC1,"2.A.37,GT35"
MGYG000296155_38|CGC1,"GH13_20,null,null,GH13_16,null,CBM50,2.A.16,null,5.B.4"
MGYG000296155_66|CGC1,"GT4,3.A.1,GT4,GT4"
MGYG000296155_72|CGC1,"9.A.47,TPR_2,Aminotran_1_2,GT28"
MGYG000296156_2|CGC1,"GT4,Trans_reg_C,null,3.A.1,3.A.1,3.A.1,null,HisKA|HATPase_c,2.A.1"
MGYG000296156_2|CGC2,"GT4,null,null,3.A.1,3.A.1,null,1.A.8,null,3.A.1,3.A.1,3.A.1"
MGYG000296156_3|CGC1,"2.A.47,null,null,2.A.6,null,GH103,null,3.B.1,null,null,2.A.1"
MGYG000296156_10|CGC1,"9.B.146,null,2.A.103,GT28"
MGYG000296156_19|CGC1,"AA3_2,null,3.D.2"
MGYG000296156_21|CGC1,"1.A.11,null,GT51"
MGYG000296157_1|CGC1,"GH23,HTH_1,null,4.C.1"
MGYG000296157_1|CGC2,"GH23,2.A.76,GT51"
MGYG000296157_3|CGC1,"4.A.2,PfkB,4.A.2,null,GH84,null,null,2.A.56,null,2.A.56"
MGYG000296157_11|CGC1,"4.D.2,GT4"
MGYG000296157_13|CGC1,"1.B.5,1.B.71,null,null,2.A.6,null,null,2.A.6,2.A.6,null,GT2,GT83"
MGYG000296157_14|CGC1,"GT2,MerR,Pyr_redox_2,1.A.72,1.A.72"
MGYG000296157_16|CGC1,"4.C.1,null,null,PL5"
MGYG000296157_16|CGC2,"2.A.50,null,1.B.13,null,null,GT2"
MGYG000296157_20|CGC1,"4.C.1,AA3_2"
MGYG000296157_21|CGC1,"4.F.1,null,null,GT4"
MGYG000296157_21|CGC2,"AA4,null,null,9.B.18"
MGYG000296157_23|CGC1,"GH13_24|CBM20,CbiA,Aminotran_1_2,3.A.1,3.A.1,2.A.15"
MGYG000296157_23|CGC2,"CBM50,3.A.11"
MGYG000296157_28|CGC1,"8.A.5,GT4"
MGYG000296157_30|CGC1,"3.A.1,3.A.1,3.A.1,GH13_19,8.A.5,3.A.1"
MGYG000296157_33|CGC1,"2.A.103,GH103"
MGYG000296157_34|CGC1,"GT4,GT4,null,null,GT30,2.A.6"
MGYG000296157_36|CGC1,"GT2,null,null,GT4,null,2.A.66"
MGYG000296157_39|CGC1,"2.A.103,GT28"
MGYG000296157_39|CGC2,"CE11,null,1.A.34,3.A.5"
MGYG000296157_70|CGC1,"GT0,null,GT4,null,9.B.18,9.B.18,CbiA,2.A.47"
MGYG000296157_78|CGC1,"CBM41|GH13_13,1.B.3"
MGYG000296157_91|CGC1,"GH13_23,3.A.1"
MGYG000296158_26|CGC1,"GT2,null,GT39,3.A.16"
MGYG000296158_49|CGC1,"1.A.34,null,null,GT4,9.A.40"
MGYG000296159_3|CGC1,"PL33_1,3.D.1,null,3.D.1,3.D.1"
MGYG000296159_19|CGC1,"3.A.1,3.A.1,GH106"
MGYG000296159_20|CGC1,"9.B.27,null,null,GH15"
MGYG000296159_22|CGC1,"1.B.33,GH35"
MGYG000296159_34|CGC1,"GH127,GH92,GH109,3.A.1"
MGYG000296159_35|CGC1,"GH38,null,null,3.A.1,3.A.1,3.A.1,3.A.1,3.A.1"
MGYG000296159_56|CGC1,"3.A.15,null,GT4,null,3.A.1,3.A.1,null,3.A.1"
MGYG000296159_81|CGC1,"GT4,9.B.34"
MGYG000296159_105|CGC1,"PL1_2,null,null,3.A.1"
MGYG000296159_131|CGC1,"GT4,null,1.A.33"
MGYG000296159_196|CGC1,"GH13_8,3.A.1,null,2.A.6"
MGYG000296159_201|CGC1,"CBM67|GH78,9.A.25"
MGYG000296160_1|CGC1,"GH32,null,GH32,3.A.1"
MGYG000296160_1|CGC2,"3.A.11,GT51"
MGYG000296160_2|CGC1,"GH165,2.A.66,3.A.1,3.A.1,null,null,3.A.1,3.A.1"
MGYG000296160_7|CGC1,"2.A.86,null,GT28"
MGYG000296160_16|CGC1,"9.B.175,GH33"
MGYG000296160_18|CGC1,"GH23,null,null,3.A.7"
MGYG000296160_27|CGC1,"3.A.5,1.A.34,null,CE11"
MGYG000296160_34|CGC1,"8.A.5,GH51"
MGYG000296160_42|CGC1,"CE1,null,null,1.I.1"
MGYG000296160_85|CGC1,"GH29,3.A.1"
MGYG000296160_128|CGC1,"9.B.115,null,GT2"
MGYG000296161_3|CGC1,"CE4,GT4,null,3.A.1,3.A.1,3.A.1,3.A.1"
MGYG000296161_30|CGC1,"GT2,null,2.A.96,HTH_3,null,1.C.39,null,2.A.9"
MGYG000296161_130|CGC1,"3.A.1,null,null,GT4"
MGYG000296162_2|CGC1,"3.A.1,3.A.1,null,GT19"
MGYG000296162_3|CGC1,"GT28,2.A.103,null,null,9.B.146"
MGYG000296162_7|CGC1,"GH109,Response_reg,HisKA|HATPase_c,9.A.25"
MGYG000296162_9|CGC1,"GH26|GH3|GH30,2.A.2,GH43_11,null,null,CBM47"
MGYG000296162_10|CGC1,"3.A.15,3.B.1,null,CE11"
MGYG000296162_13|CGC1,"GH20,2.A.21"
MGYG000296162_14|CGC1,"8.A.59,null,GH33"
MGYG000296162_28|CGC1,"2.A.21,null,null,GH130,CBM51"
MGYG000296162_52|CGC1,"1.B.14,null,CBM38|GH81,null,GH10"
MGYG000296163_2|CGC1,"2.A.7,TetR_N,2.A.6,2.A.6,2.A.6,null,null,GH23"
MGYG000296163_2|CGC2,"2.A.21,null,null,GH109,2.A.21"
MGYG000296163_3|CGC1,"2.A.22,GH13_14,null,null,CE1"
MGYG000296163_4|CGC1,"GH3,null,Pyr_redox,3.E.1"
MGYG000296163_4|CGC2,"GH16_3,null,1.A.14"
MGYG000296163_6|CGC1,"9.B.146,null,2.A.103,GT28,null,null,9.B.157"
MGYG000296163_9|CGC1,"GH13_20,2.A.2,GH13,GH13,GH13_10"
MGYG000296163_11|CGC1,"2.A.1,GH13_36"
MGYG000296163_18|CGC1,"GT51,1.B.14,null,3.A.2"
MGYG000296163_19|CGC1,"3.A.1,GH3"
MGYG000296163_22|CGC1,"GT2,LacI,2.A.1"
MGYG000296163_25|CGC1,"9.B.174,GH23"
MGYG000296163_45|CGC1,"GT2,9.B.18,null,GT2"
MGYG000296163_58|CGC1,"3.A.1,GT5"
MGYG000296163_63|CGC1,"1.A.23,GT35,null,HD,2.A.15,2.A.15"
MGYG000296164_4|CGC1,"1.I.1,null,2.A.23,null,CBM47"
MGYG000296164_8|CGC1,"GH33,1.A.1,null,2.A.21"
MGYG000296164_15|CGC1,"1.A.23,CBM38"
MGYG000296164_27|CGC1,"GH33,null,Peripla_BP_3,3.A.1"
MGYG000296164_30|CGC1,"8.A.5,null,null,CBM51"
MGYG000296164_38|CGC1,"CE11,null,null,1.A.33"
MGYG000296164_43|CGC1,"PL10_3,Aminotran_1_2,3.A.1"
MGYG000296164_44|CGC1,"3.A.1,3.A.1,GT2,null,3.A.11"
MGYG000296164_54|CGC1,"3.A.1,4.C.1,null,null,2.A.3,CBM67"
MGYG000296164_57|CGC1,"CBM47,null,1.B.14"
MGYG000296164_73|CGC1,"1.B.14,null,null,CBM47"
MGYG000296164_95|CGC1,"9.A.25,GH109"
MGYG000296164_130|CGC1,"CBM67,Peripla_BP_1,3.A.1,3.A.1"
MGYG000296164_139|CGC1,"1.B.14,null,GH127"
MGYG000296164_182|CGC1,"CBM48|GH13_9,1.A.30,1.A.30"
MGYG000296165_4|CGC1,"2.A.1,GH92,null,2.A.1,9.B.158,GH2,8.A.46,1.B.14"
MGYG000296165_4|CGC2,"GH20,null,null,2.A.1"
MGYG000296165_13|CGC1,"9.B.146,null,null,GT28,null,null,9.B.157"
MGYG000296165_17|CGC1,"GT2,null,3.A.1,null,null,4.C.1"
MGYG000296165_19|CGC1,"1.A.1,HATPase_c,null,2.A.21,null,GT2"
MGYG000296166_6|CGC1,"GH3,2.A.21"
MGYG000296166_10|CGC1,"2.A.103,GH103"
MGYG000296166_15|CGC1,"2.A.25,GH16_3"
MGYG000296166_21|CGC1,"2.A.98,1.B.14,GH3,null,2.A.2"
MGYG000296166_23|CGC1,"3.A.5,CE11,null,null,1.B.14,null,null,3.A.5,null,null,1.C.82"
MGYG000296166_24|CGC1,"4.C.1,null,GH3"
MGYG000296166_33|CGC1,"1.A.30,null,1.A.30,null,null,3.A.1,3.A.1,3.A.1,GT4"
MGYG000296167_4|CGC1,"3.A.1,null,CE11"
MGYG000296167_8|CGC1,"1.B.9,GH73"
MGYG000296167_26|CGC1,"GH92,2.A.1"
MGYG000296167_33|CGC1,"2.A.1,GH28"
MGYG000296167_37|CGC1,"4.C.3,GT9,null,null,1.A.30"
MGYG000296167_125|CGC1,"GT28,2.A.103"
MGYG000296167_159|CGC1,"GT2,null,null,1.A.1"
MGYG000296167_192|CGC1,"GT2|GT2,3.A.1"
MGYG000296167_219|CGC1,"3.B.1,null,GT2"
MGYG000296167_239|CGC1,"GT19,null,null,1.A.33"
MGYG000296167_319|CGC1,"CE4,9.B.172"
MGYG000296168_1|CGC1,"GH13,3.A.1,3.A.1,3.A.1,GH13,1.B.52"
MGYG000296168_1|CGC2,"2.A.7,Pyr_redox_2,null,GH3"
MGYG000296168_1|CGC3,"CBM21|CBM21,null,2.A.19"
MGYG000296168_1|CGC4,"GH3,LacI,GH94,3.A.1,3.A.1,3.A.1"
MGYG000296168_1|CGC5,"GH30,GH3,SBP_bac_1,3.A.1,3.A.1,SBP_bac_1,8.A.59,HTH_AraC|HTH_AraC,GH130,HTH_AraC|HTH_AraC,9.B.126"
MGYG000296168_1|CGC6,"CE14,2.A.2"
MGYG000296168_1|CGC7,"2.A.86,null,Pyr_redox,GT4"
MGYG000296168_1|CGC8,"GH85,null,GT51,null,GH3,SIS,3.A.1,3.A.1"
MGYG000296168_1|CGC9,"GH98,GH29,8.A.59,3.A.1,3.A.1,3.A.1"
MGYG000296168_1|CGC10,"GH66,3.A.1,3.A.1"
MGYG000296168_1|CGC11,"GH116,Fer4,8.A.5,null,null,3.A.1,3.A.1,3.A.1,3.A.1"
MGYG000296168_1|CGC12,"3.A.1,3.A.1,SBP_bac_1,null,GH36"
MGYG000296168_1|CGC13,"GH88,3.A.1,3.A.1,SBP_bac_1,9.B.20"
MGYG000296168_1|CGC14,"3.A.1,3.A.1,3.A.1,AAA,CBM21,CBM21|CBM21,CBM21|CBM21,CBM21|CBM21,CBM21|CBM21"
MGYG000296168_1|CGC15,"GH1,3.A.1,3.A.1"
MGYG000296168_2|CGC1,"2.A.88,9.B.141,null,null,CBM32|GH141,null,null,PL33_2,HTH_AraC|HTH_AraC,8.A.59,SBP_bac_1,3.A.1,3.A.1,GH88,GH117|GH117"
MGYG000296168_2|CGC2,"2.A.21,null,GT28"
MGYG000296168_2|CGC3,"3.A.1,3.A.1,3.A.1,GH32"
MGYG000296168_2|CGC4,"GH77,null,HTH_AraC|HTH_AraC,8.A.59,3.A.1,3.A.1,3.A.1,GH31"
MGYG000296168_2|CGC5,"2.A.22,null,GT35"
MGYG000296168_2|CGC6,"GH13_31,null,null,3.A.1,3.A.1,3.A.1,3.A.1"
MGYG000296168_2|CGC7,"8.A.21,null,GT28,GT28,CE4,null,4.D.2"
MGYG000296168_2|CGC8,"GH105,SBP_bac_1,3.A.1,3.A.1"
MGYG000296168_2|CGC9,"3.A.1,3.A.1,GH2,2.A.7,GH65"
MGYG000296168_2|CGC10,"GT4,3.A.1,3.A.1,3.A.1,GH13_18,GH130"
MGYG000296168_2|CGC11,"2.A.25,GH18|GH18,8.A.59,HTH_AraC|HTH_AraC,SBP_bac_1,3.A.1,3.A.1,GH101|CBM32"
MGYG000296168_2|CGC12,"3.A.1,3.A.1,3.A.1,null,8.A.59,HTH_AraC|HTH_AraC,SBP_bac_1,3.A.1,3.A.1,null,GH3,GH94"
MGYG000296168_3|CGC1,"9.B.174,1.A.34,null,3.A.1,HTH_8,3.A.1,2.A.115,GT26"
MGYG000296168_3|CGC2,"3.A.1,3.A.1,GH2"
MGYG000296168_3|CGC3,"GH65,HD|HD,CBS|CBS,8.A.59"
MGYG000296168_3|CGC4,"CE8,3.A.1,null,null,GH66|CBM35|CBM35|GH15,GH66,3.A.1,3.A.1"
MGYG000296168_3|CGC5,"3.A.1,null,null,GT2"
MGYG000296168_3|CGC6,"GH101,GH112,null,HTH_AraC|HTH_AraC,8.A.59,3.A.1,3.A.1,SBP_bac_1,MerR,GH5_28"
MGYG000296168_3|CGC7,"GH65,3.A.1,3.A.1"
MGYG000296168_3|CGC8,"2.A.66,null,GH88,null,GH95,3.A.1,3.A.1,3.A.1,HTH_AraC,PL8_2"
MGYG000296168_3|CGC9,"3.A.1,3.A.1,null,GH130,null,PadR,GH171"
MGYG000296168_4|CGC1,"3.A.1,3.A.1,SBP_bac_1,LacI,GH65"
MGYG000296168_4|CGC2,"3.A.1,TetR_N,GH2"
MGYG000296168_5|CGC1,"3.D.7,CE4,3.D.7"
MGYG000296168_5|CGC2,"2.A.66,MerR,HTH_AraC|HTH_AraC,GH31,null,Fer4|Fer4,GH141,CBM6|CBM6,SBP_bac_1,3.A.1,3.A.1,8.A.59,HTH_AraC|HTH_AraC,9.B.34,null,GH2,SBP_bac_1,3.A.1,3.A.1"
MGYG000296168_5|CGC3,"9.B.97,GT2|GT2,null,CBM32"
MGYG000296168_5|CGC4,"GH130,null,SBP_bac_1,3.A.1,3.A.1,8.A.59,HTH_AraC|HTH_AraC,GH38"
MGYG000296168_6|CGC1,"CBM21|CBM21,dCache_1|MCPsignal,null,2.A.53,null,8.A.59,null,HTH_5,9.A.32"
MGYG000296168_6|CGC2,"3.A.16,null,LacI,GH2,null,null,3.A.1,3.A.1,8.A.59,HTH_AraC|HTH_AraC,CBM6,GH139,HTH_AraC|HTH_AraC,GH88"
MGYG000296168_7|CGC1,"GH18,2.A.40"
MGYG000296168_7|CGC2,"3.A.1,PL8|PL8,PL12,GH88,null,GH112,3.A.1,3.A.1,8.A.59,3.A.1,HTH_AraC|HTH_AraC,GH29,HTH_AraC|HTH_AraC,null,GH30_5,GH2,HTH_AraC|HTH_AraC,HATPase_c,3.A.1,3.A.1"
MGYG000296168_8|CGC1,"9.A.11,null,9.A.11,9.A.11,null,GT51,GT51"
MGYG000296168_8|CGC2,"8.A.59,3.A.1,3.A.1,3.A.1,GH2"
MGYG000296168_8|CGC3,"3.A.1,8.A.5,CE4"
MGYG000296168_8|CGC4,"9.B.33,LytTR,2.A.114,CBM21"
MGYG000296168_9|CGC1,"8.A.59,HTH_AraC|HTH_AraC,GH85|CBM32,3.A.1,3.A.1"
MGYG000296168_9|CGC2,"CBM32,CBM32,CBM32|CBM32,null,null,GH38,null,HTH_AraC,3.A.1,3.A.1"
MGYG000296168_9|CGC3,"GH51,1.A.34"
MGYG000296168_9|CGC4,"3.A.1,3.A.1,3.A.1,3.A.1,3.A.1,SBP_bac_1,GH29,GH18,GH29,CBM9,LacI,GH130"
MGYG000296168_9|CGC5,"4.C.1,null,null,GT28"
MGYG000296168_10|CGC1,"GH18,HMA,3.A.1,3.A.1,null,8.A.59"
MGYG000296168_10|CGC2,"2.A.102,GH20|CBM32|CBM32"
MGYG000296168_11|CGC1,"9.B.158,null,GH151,3.A.1,3.A.1,3.A.1,9.B.33,HTH_AraC|HTH_AraC,Aminotran_1_2,GH98|CBM32|CBM32,null,HTH_AraC|HTH_AraC,GH101|CBM32,TPR_1,GH95,GH129,3.A.1,3.A.1,SBP_bac_1,HTH_AraC|HTH_AraC,8.A.59,3.A.1"
MGYG000296168_12|CGC1,"3.A.1,3.A.1,3.A.1,3.A.1,3.A.1,3.A.1,3.A.1,HTH_AraC|HTH_AraC,GntR,1.E.14,2.A.122,Peptidase_M23,GH2"
MGYG000296168_12|CGC2,"3.A.1,3.A.1,GH31,GH31,3.A.1,3.A.1,3.A.1,HTH_AraC,3.A.1,3.A.1,3.A.1,3.A.1,3.A.1,3.A.1,3.A.1,3.A.1"
MGYG000296168_13|CGC1,"3.A.1,HisKA|HATPase_c,Trans_reg_C,CBM34|GH13_39"
MGYG000296168_13|CGC2,"3.A.1,3.A.1,3.A.1,GH20,1.C.105"
MGYG000296168_13|CGC3,"GH13_23,2.A.5,null,null,3.A.1,3.A.1"
MGYG000296168_13|CGC4,"3.A.2,3.A.2,3.A.2,3.A.2,3.A.2,null,3.A.2,3.A.2,3.A.2,1.A.77,null,GT0,ACT,null,9.B.146"
MGYG000296168_13|CGC5,"GH18,null,8.A.59"
MGYG000296168_14|CGC1,"3.A.1,3.A.1,TetR_N,3.A.1,3.A.1,PadR,null,GH38,3.A.1,3.A.1,3.A.1"
MGYG000296168_15|CGC1,"2.A.120,GT5,null,HTH_AraC|HTH_AraC,GH2"
MGYG000296168_15|CGC2,"3.A.1,CE4"
MGYG000296168_15|CGC3,"3.A.1,3.A.1,3.A.1,CE9,SIS|SIS,3.A.1,3.A.1,3.A.1"
MGYG000296168_15|CGC4,"GH30_5,3.A.1,3.A.1,SBP_bac_1,8.A.59,HTH_AraC|HTH_AraC,null,1.A.11"
MGYG000296168_15|CGC5,"3.A.1,null,null,CBM50,9.B.156,9.B.156,null,null,3.A.1"
MGYG000296168_16|CGC1,"GH38,3.A.1,3.A.1,3.A.1,null,3.A.1"
MGYG000296168_16|CGC2,"9.B.33,LacI,GH13_2|CBM20,3.A.1,3.A.1,3.A.1,CBM34|GH13_20"
MGYG000296168_17|CGC1,"GT8,1.B.52"
MGYG000296168_17|CGC2,"GH141|CBM35|CBM6,SBP_bac_1,3.A.1,3.A.1,HTH_AraC|HTH_AraC,8.A.59"
MGYG000296168_17|CGC3,"3.A.1,3.A.1,3.A.1,GH65"
MGYG000296168_18|CGC1,"3.A.1,3.A.1,SBP_bac_1,GH141|CBM32|CBM32,GH20"
MGYG000296168_21|CGC1,"3.D.1,null,3.D.1,3.D.1,null,PL35|CBM32,PL12,HTH_AraC,3.A.1,3.A.1,3.A.1,GH88,null,3.A.5"
MGYG000296168_22|CGC1,"3.A.1,3.A.1,3.A.1,GH13_36,CBM34|GH13_20"
MGYG000296169_1|CGC1,"GT51,null,null,4.C.1,3.A.7"
MGYG000296169_4|CGC1,"GT28,2.A.103,null,9.B.146"
MGYG000296169_4|CGC2,"CBM50,1.A.105"
MGYG000296169_7|CGC1,"GH13_16,null,null,3.A.1"
MGYG000296169_8|CGC1,"3.A.1,GT2"
MGYG000296169_14|CGC1,"GH3,null,null,3.A.1"
MGYG000296169_20|CGC1,"GH13_30,1.A.34"
MGYG000296170_1|CGC1,"3.A.1,GT20,3.A.1,HTH_1,null,3.A.1"
MGYG000296170_1|CGC2,"9.B.104,GH15"
MGYG000296170_3|CGC1,"3.A.9,GT94"
MGYG000296170_10|CGC1,"GT2,null,null,3.A.1,3.A.1,null,9.B.18"
MGYG000296170_12|CGC1,"1.A.1,null,null,GH13_18"
MGYG000296170_47|CGC1,"3.A.16,null,null,GT2"
MGYG000296171_4|CGC1,"2.A.103,GH103"
MGYG000296171_6|CGC1,"2.A.76,null,AA3_2"
MGYG000296171_10|CGC1,"9.B.160,Pribosyltran,null,9.B.1,null,GT83,GT2"
MGYG000296171_20|CGC1,"3.A.11,null,null,GT51"
MGYG000296171_23|CGC1,"CE9,null,3.A.1,3.A.1,3.A.1"
MGYG000296171_26|CGC1,"3.A.5,null,CE11"
MGYG000296171_26|CGC2,"GT28,2.A.103,null,9.B.146"
MGYG000296172_24|CGC1,"CE11,3.A.5"
MGYG000296172_72|CGC1,"AA2|AA2,4.B.1"
MGYG000296173_2|CGC1,"GH23,null,3.D.3"
MGYG000296173_2|CGC2,"2.A.64,null,null,GH38"
MGYG000296173_4|CGC1,"GT26,GH0,null,9.A.40"
MGYG000296173_5|CGC1,"9.B.73,null,null,CBM50,null,null,3.A.16"
MGYG000296173_6|CGC1,"GT19,null,null,CE11,1.B.33"
MGYG000296173_9|CGC1,"GH100,3.E.2,3.D.3,9.B.174"
MGYG000296173_15|CGC1,"8.A.21,2.A.7,GT4,GT83,null,9.B.100"
MGYG000296173_20|CGC1,"3.A.1,3.A.1,3.A.1,3.A.1,GT20"
MGYG000296173_21|CGC1,"5.B.4,null,2.A.16,CBM50,null,GH13_16,null,null,GH13_20"
MGYG000296173_46|CGC1,"GT4,null,3.A.1"
MGYG000296173_50|CGC1,"GT4,GT4,GT4,3.A.1"
MGYG000296173_57|CGC1,"GH13_18,GT81,null,3.A.1,3.A.1,3.A.1,3.A.1,3.A.1"
MGYG000296173_80|CGC1,"GT2,null,null,3.A.5"
MGYG000296173_87|CGC1,"GT4,9.B.18,9.B.125"
MGYG000296173_89|CGC1,"GT2,null,3.A.1,3.A.1,3.A.1"
MGYG000296173_129|CGC1,"3.A.1,2.A.2,GH13_11"
MGYG000296173_143|CGC1,"9.A.41,GT107|GT107"
MGYG000296173_177|CGC1,"3.A.1,GT4"
MGYG000296174_1|CGC1,"1.A.26,GH65,8.A.59,HMA,null,3.A.3,null,GH38,null,3.A.1,null,3.A.1,3.A.1,3.A.1,null,2.A.63,2.A.63,2.A.63,2.A.63,2.A.63,2.A.63,2.A.63"
MGYG000296174_1|CGC2,"2.A.7,null,null,9.B.18,Aminotran_1_2,null,GT4,null,GT4|GT4|GT4"
MGYG000296174_3|CGC1,"3.A.1,3.A.1,Peripla_BP_3,GH31,3.A.1,3.A.1,SBP_bac_1,PALP,3.A.1,3.A.1,3.A.1"
MGYG000296174_6|CGC1,"3.A.1,3.A.1,GH63,null,GH13_18"
MGYG000296174_8|CGC1,"3.A.1,null,null,3.A.1,null,GH5_19|GH5_19"
MGYG000296174_9|CGC1,"GH3,Peptidase_M23,LacI,GH42,3.A.1,3.A.1,3.A.1,LacI,GH4,3.A.1,3.A.1,3.A.1"
MGYG000296174_10|CGC1,"2.A.7,GT2,2.A.38,2.A.38"
MGYG000296174_11|CGC1,"CE11,null,null,9.B.157"
MGYG000296174_12|CGC1,"1.A.1,GH65,8.A.5,9.B.34"
MGYG000296174_15|CGC1,"3.A.1,3.A.1,3.A.1,SBP_bac_1,GH38"
MGYG000296174_18|CGC1,"GT2,null,GT4,3.A.1,3.A.1,3.A.1,null,3.A.1"
MGYG000296174_23|CGC1,"GT2,Pyr_redox,1.A.23"
MGYG000296174_52|CGC1,"GT5,9.B.174"
MGYG000296174_71|CGC1,"GT84|GH94,null,3.A.1,3.A.1"
MGYG000296174_96|CGC1,"CE9,0043669,null,2.A.56,2.A.56"
MGYG000296174_153|CGC1,"GH77,3.A.1"
MGYG000296175_1|CGC1,"9.B.146,null,2.A.103,GT28"
MGYG000296175_1|CGC2,"9.B.18,GT2,GT2"
MGYG000296175_2|CGC1,"1.B.6,1.B.14,GT2"
